date,latitude,longitude,temperature_c,relative_humidity_pct,precipitation_mm,surface_pressure_hpa,wind_speed_ms,wind_direction_deg,wind_u,wind_v,source
2024-09-11,22.4125,73.0944,26.9,89,16.6,998.5,3.89,247,3.58,1.52,ERA5 Reanalysis (Open-Meteo Historical Archive)
2024-09-12,22.4125,73.0944,27.9,80,0.1,999.9,4.92,232,3.874,3.027,ERA5 Reanalysis (Open-Meteo Historical Archive)
2024-09-13,22.4125,73.0944,27.1,79,0.8,1000.8,4.83,230,3.703,3.107,ERA5 Reanalysis (Open-Meteo Historical Archive)
2024-09-14,22.4125,73.0944,26.1,84,1.3,1000.7,5.36,209,2.599,4.689,ERA5 Reanalysis (Open-Meteo Historical Archive)
2024-09-15,22.4125,73.0944,26.7,81,1.6,1001.4,3.36,232,2.649,2.069,ERA5 Reanalysis (Open-Meteo Historical Archive)
2024-09-16,22.4125,73.0944,26.8,80,0.4,1002.7,3.83,256,3.719,0.927,ERA5 Reanalysis (Open-Meteo Historical Archive)
2024-09-17,22.4125,73.0944,27.1,80,0.2,1002.9,2.89,270,2.889,0.0,ERA5 Reanalysis (Open-Meteo Historical Archive)
2024-09-18,22.4125,73.0944,27.8,78,0.0,1000.8,3.06,262,3.026,0.425,ERA5 Reanalysis (Open-Meteo Historical Archive)
2024-09-19,22.4125,73.0944,28.2,80,0.0,1001.2,4.03,241,3.523,1.953,ERA5 Reanalysis (Open-Meteo Historical Archive)
2024-09-20,22.4125,73.0944,28.5,78,0.2,1001.4,4.17,238,3.534,2.208,ERA5 Reanalysis (Open-Meteo Historical Archive)
2024-09-21,22.4125,73.0944,28.3,81,0.4,1002.5,3.28,242,2.894,1.539,ERA5 Reanalysis (Open-Meteo Historical Archive)
2024-09-22,22.4125,73.0944,28.8,81,0.4,1002.0,3.44,278,3.411,-0.479,ERA5 Reanalysis (Open-Meteo Historical Archive)
2024-09-23,22.4125,73.0944,29.0,82,0.8,1001.1,3.44,301,2.952,-1.774,ERA5 Reanalysis (Open-Meteo Historical Archive)
2024-09-24,22.4125,73.0944,28.4,86,6.5,999.5,2.89,316,2.007,-2.078,ERA5 Reanalysis (Open-Meteo Historical Archive)
2024-09-25,22.4125,73.0944,27.9,89,7.1,998.5,2.5,180,-0.0,2.5,ERA5 Reanalysis (Open-Meteo Historical Archive)
2024-09-26,22.4125,73.0944,26.7,91,40.7,997.8,2.64,331,1.279,-2.308,ERA5 Reanalysis (Open-Meteo Historical Archive)
2024-09-27,22.4125,73.0944,26.3,94,54.9,998.2,2.36,312,1.755,-1.58,ERA5 Reanalysis (Open-Meteo Historical Archive)
2024-09-28,22.4125,73.0944,25.6,94,46.3,1000.9,3.47,245,3.147,1.467,ERA5 Reanalysis (Open-Meteo Historical Archive)
2024-09-29,22.4125,73.0944,26.2,91,8.6,1004.0,2.83,270,2.833,0.0,ERA5 Reanalysis (Open-Meteo Historical Archive)
2024-09-30,22.4125,73.0944,27.6,87,0.7,1004.9,2.92,283,2.842,-0.656,ERA5 Reanalysis (Open-Meteo Historical Archive)
2024-10-01,22.4125,73.0944,28.8,85,1.2,1003.1,2.72,280,2.681,-0.473,ERA5 Reanalysis (Open-Meteo Historical Archive)
2024-10-02,22.4125,73.0944,29.3,81,0.0,1003.1,3.25,250,3.054,1.112,ERA5 Reanalysis (Open-Meteo Historical Archive)
2024-10-03,22.4125,73.0944,28.7,82,0.3,1003.1,3.75,235,3.072,2.151,ERA5 Reanalysis (Open-Meteo Historical Archive)
2024-10-04,22.4125,73.0944,28.1,83,0.4,1003.2,3.17,237,2.656,1.725,ERA5 Reanalysis (Open-Meteo Historical Archive)
2024-10-05,22.4125,73.0944,27.6,82,0.7,1004.3,2.69,248,2.498,1.009,ERA5 Reanalysis (Open-Meteo Historical Archive)
2024-10-06,22.4125,73.0944,27.6,78,0.1,1005.5,2.64,12,-0.549,-2.581,ERA5 Reanalysis (Open-Meteo Historical Archive)
2024-10-07,22.4125,73.0944,28.7,65,0.0,1006.0,2.5,59,-2.143,-1.288,ERA5 Reanalysis (Open-Meteo Historical Archive)
2024-10-08,22.4125,73.0944,28.8,65,0.0,1006.0,2.53,55,-2.071,-1.45,ERA5 Reanalysis (Open-Meteo Historical Archive)
2024-10-09,22.4125,73.0944,28.4,69,0.0,1004.2,3.81,76,-3.693,-0.921,ERA5 Reanalysis (Open-Meteo Historical Archive)
2024-10-10,22.4125,73.0944,26.9,82,17.5,1003.6,5.61,23,-2.192,-5.165,ERA5 Reanalysis (Open-Meteo Historical Archive)
2024-10-11,22.4125,73.0944,27.0,83,3.9,1003.3,3.78,58,-3.204,-2.002,ERA5 Reanalysis (Open-Meteo Historical Archive)
2024-10-12,22.4125,73.0944,26.5,87,10.2,1003.7,3.75,63,-3.341,-1.702,ERA5 Reanalysis (Open-Meteo Historical Archive)
2024-10-13,22.4125,73.0944,27.7,84,2.5,1004.2,3.64,64,-3.271,-1.595,ERA5 Reanalysis (Open-Meteo Historical Archive)
2024-10-14,22.4125,73.0944,27.9,83,0.3,1004.9,3.14,56,-2.602,-1.755,ERA5 Reanalysis (Open-Meteo Historical Archive)
2024-10-15,22.4125,73.0944,28.3,82,0.8,1004.7,2.44,58,-2.073,-1.295,ERA5 Reanalysis (Open-Meteo Historical Archive)
2024-10-16,22.4125,73.0944,28.4,85,5.0,1004.0,2.17,89,-2.166,-0.038,ERA5 Reanalysis (Open-Meteo Historical Archive)
2024-10-17,22.4125,73.0944,28.8,76,0.0,1003.4,2.58,33,-1.407,-2.167,ERA5 Reanalysis (Open-Meteo Historical Archive)
2024-10-18,22.4125,73.0944,29.0,76,5.3,1003.3,4.14,68,-3.838,-1.55,ERA5 Reanalysis (Open-Meteo Historical Archive)
2024-10-19,22.4125,73.0944,27.3,88,36.7,1005.3,4.64,149,-2.389,3.976,ERA5 Reanalysis (Open-Meteo Historical Archive)
2024-10-20,22.4125,73.0944,27.5,82,1.3,1006.3,2.03,131,-1.53,1.33,ERA5 Reanalysis (Open-Meteo Historical Archive)
2024-10-21,22.4125,73.0944,26.8,85,15.0,1006.5,5.39,128,-4.247,3.318,ERA5 Reanalysis (Open-Meteo Historical Archive)
2024-10-22,22.4125,73.0944,27.2,82,3.5,1006.5,4.64,21,-1.662,-4.331,ERA5 Reanalysis (Open-Meteo Historical Archive)
2024-10-23,22.4125,73.0944,27.9,75,0.1,1006.4,2.58,43,-1.762,-1.889,ERA5 Reanalysis (Open-Meteo Historical Archive)
2024-10-24,22.4125,73.0944,27.0,67,0.0,1006.0,2.75,22,-1.03,-2.55,ERA5 Reanalysis (Open-Meteo Historical Archive)
2024-10-25,22.4125,73.0944,26.3,62,0.0,1005.8,3.75,27,-1.702,-3.341,ERA5 Reanalysis (Open-Meteo Historical Archive)
2024-10-26,22.4125,73.0944,26.3,65,0.0,1005.7,2.33,346,0.564,-2.264,ERA5 Reanalysis (Open-Meteo Historical Archive)
2024-10-27,22.4125,73.0944,27.3,66,0.0,1004.1,3.19,323,1.922,-2.551,ERA5 Reanalysis (Open-Meteo Historical Archive)
2024-10-28,22.4125,73.0944,27.9,65,0.0,1002.3,2.69,331,1.306,-2.357,ERA5 Reanalysis (Open-Meteo Historical Archive)
2024-10-29,22.4125,73.0944,27.7,73,0.0,1003.5,3.06,339,1.095,-2.853,ERA5 Reanalysis (Open-Meteo Historical Archive)
2024-10-30,22.4125,73.0944,27.7,66,0.0,1005.1,2.86,327,1.558,-2.4,ERA5 Reanalysis (Open-Meteo Historical Archive)
2024-10-31,22.4125,73.0944,27.2,61,0.0,1006.4,2.61,13,-0.587,-2.544,ERA5 Reanalysis (Open-Meteo Historical Archive)
2024-11-01,22.4125,73.0944,27.1,56,0.0,1007.6,3.19,11,-0.61,-3.136,ERA5 Reanalysis (Open-Meteo Historical Archive)
2024-11-02,22.4125,73.0944,26.4,56,0.0,1007.9,2.75,357,0.144,-2.746,ERA5 Reanalysis (Open-Meteo Historical Archive)
2024-11-03,22.4125,73.0944,26.4,57,0.0,1007.8,2.61,11,-0.498,-2.563,ERA5 Reanalysis (Open-Meteo Historical Archive)
2024-11-04,22.4125,73.0944,26.5,58,0.0,1006.8,2.75,360,0.0,-2.75,ERA5 Reanalysis (Open-Meteo Historical Archive)
2024-11-05,22.4125,73.0944,26.8,53,0.0,1007.5,3.14,24,-1.277,-2.868,ERA5 Reanalysis (Open-Meteo Historical Archive)
2024-11-06,22.4125,73.0944,26.9,51,0.0,1008.7,3.5,27,-1.589,-3.119,ERA5 Reanalysis (Open-Meteo Historical Archive)
2024-11-07,22.4125,73.0944,26.8,58,0.0,1008.2,2.67,38,-1.642,-2.101,ERA5 Reanalysis (Open-Meteo Historical Archive)
2024-11-08,22.4125,73.0944,26.7,61,0.0,1007.7,2.61,17,-0.763,-2.497,ERA5 Reanalysis (Open-Meteo Historical Archive)
2024-11-09,22.4125,73.0944,27.3,52,0.0,1007.9,2.89,45,-2.043,-2.043,ERA5 Reanalysis (Open-Meteo Historical Archive)
2024-11-10,22.4125,73.0944,26.5,49,0.0,1008.2,3.5,42,-2.342,-2.601,ERA5 Reanalysis (Open-Meteo Historical Archive)
2024-11-11,22.4125,73.0944,25.8,54,0.0,1008.1,2.92,23,-1.14,-2.685,ERA5 Reanalysis (Open-Meteo Historical Archive)
2024-11-12,22.4125,73.0944,26.0,57,0.0,1007.5,2.56,51,-1.986,-1.608,ERA5 Reanalysis (Open-Meteo Historical Archive)
2024-11-13,22.4125,73.0944,25.5,54,0.0,1006.4,3.19,84,-3.177,-0.334,ERA5 Reanalysis (Open-Meteo Historical Archive)
2024-11-14,22.4125,73.0944,25.8,51,0.0,1007.4,2.72,95,-2.712,0.237,ERA5 Reanalysis (Open-Meteo Historical Archive)
2024-11-15,22.4125,73.0944,24.9,56,0.0,1007.9,2.03,28,-0.952,-1.79,ERA5 Reanalysis (Open-Meteo Historical Archive)
2024-11-16,22.4125,73.0944,24.9,59,0.0,1007.4,3.0,21,-1.075,-2.801,ERA5 Reanalysis (Open-Meteo Historical Archive)
2024-11-17,22.4125,73.0944,25.2,51,0.0,1007.4,2.11,39,-1.329,-1.641,ERA5 Reanalysis (Open-Meteo Historical Archive)
2024-11-18,22.4125,73.0944,24.7,51,0.0,1008.4,2.22,50,-1.702,-1.428,ERA5 Reanalysis (Open-Meteo Historical Archive)
2024-11-19,22.4125,73.0944,24.1,53,0.0,1009.5,3.44,34,-1.926,-2.856,ERA5 Reanalysis (Open-Meteo Historical Archive)
2024-11-20,22.4125,73.0944,23.8,50,0.0,1009.0,3.36,36,-1.976,-2.719,ERA5 Reanalysis (Open-Meteo Historical Archive)
2024-11-21,22.4125,73.0944,22.3,45,0.0,1008.7,3.11,25,-1.315,-2.82,ERA5 Reanalysis (Open-Meteo Historical Archive)
2024-11-22,22.4125,73.0944,22.1,49,0.0,1008.1,3.11,30,-1.556,-2.694,ERA5 Reanalysis (Open-Meteo Historical Archive)
2024-11-23,22.4125,73.0944,22.5,54,0.0,1008.6,2.69,26,-1.181,-2.422,ERA5 Reanalysis (Open-Meteo Historical Archive)
2024-11-24,22.4125,73.0944,22.9,54,0.0,1008.9,2.56,27,-1.16,-2.277,ERA5 Reanalysis (Open-Meteo Historical Archive)
2024-11-25,22.4125,73.0944,23.3,54,0.0,1009.2,3.25,60,-2.815,-1.625,ERA5 Reanalysis (Open-Meteo Historical Archive)
2024-11-26,22.4125,73.0944,22.8,51,0.0,1009.3,2.64,51,-2.051,-1.661,ERA5 Reanalysis (Open-Meteo Historical Archive)
2024-11-27,22.4125,73.0944,22.7,48,0.0,1008.5,3.14,68,-2.91,-1.176,ERA5 Reanalysis (Open-Meteo Historical Archive)
2024-11-28,22.4125,73.0944,23.4,44,0.0,1008.6,3.19,75,-3.086,-0.827,ERA5 Reanalysis (Open-Meteo Historical Archive)
2024-11-29,22.4125,73.0944,22.1,49,0.0,1009.2,3.97,59,-3.405,-2.046,ERA5 Reanalysis (Open-Meteo Historical Archive)
2024-11-30,22.4125,73.0944,21.6,44,0.0,1007.9,3.33,44,-2.316,-2.398,ERA5 Reanalysis (Open-Meteo Historical Archive)
2024-12-01,22.4125,73.0944,21.7,46,0.0,1005.9,3.06,35,-1.753,-2.503,ERA5 Reanalysis (Open-Meteo Historical Archive)
2024-12-02,22.4125,73.0944,23.3,46,0.0,1005.4,3.64,41,-2.387,-2.746,ERA5 Reanalysis (Open-Meteo Historical Archive)
2024-12-03,22.4125,73.0944,25.6,45,0.0,1007.0,4.11,37,-2.474,-3.283,ERA5 Reanalysis (Open-Meteo Historical Archive)
2024-12-04,22.4125,73.0944,26.1,48,0.0,1007.6,3.81,32,-2.017,-3.227,ERA5 Reanalysis (Open-Meteo Historical Archive)
2024-12-05,22.4125,73.0944,26.2,49,0.0,1007.6,3.61,18,-1.116,-3.434,ERA5 Reanalysis (Open-Meteo Historical Archive)
2024-12-06,22.4125,73.0944,24.1,49,0.0,1007.4,2.58,352,0.36,-2.558,ERA5 Reanalysis (Open-Meteo Historical Archive)
2024-12-07,22.4125,73.0944,21.4,50,0.0,1006.7,2.67,329,1.373,-2.286,ERA5 Reanalysis (Open-Meteo Historical Archive)
2024-12-08,22.4125,73.0944,20.7,49,0.0,1007.2,3.0,334,1.315,-2.696,ERA5 Reanalysis (Open-Meteo Historical Archive)
2024-12-09,22.4125,73.0944,18.9,28,0.0,1009.6,4.14,23,-1.617,-3.81,ERA5 Reanalysis (Open-Meteo Historical Archive)
2024-12-10,22.4125,73.0944,19.1,38,0.0,1009.9,3.47,47,-2.539,-2.368,ERA5 Reanalysis (Open-Meteo Historical Archive)
2024-12-11,22.4125,73.0944,20.2,41,0.0,1009.2,3.64,35,-2.087,-2.981,ERA5 Reanalysis (Open-Meteo Historical Archive)
2024-12-12,22.4125,73.0944,20.0,46,0.0,1009.0,3.22,18,-0.996,-3.065,ERA5 Reanalysis (Open-Meteo Historical Archive)
2024-12-13,22.4125,73.0944,19.7,38,0.0,1010.8,3.94,49,-2.977,-2.588,ERA5 Reanalysis (Open-Meteo Historical Archive)
2024-12-14,22.4125,73.0944,20.1,36,0.0,1011.1,3.89,68,-3.606,-1.457,ERA5 Reanalysis (Open-Meteo Historical Archive)
2024-12-15,22.4125,73.0944,20.8,40,0.0,1011.0,3.31,61,-2.891,-1.603,ERA5 Reanalysis (Open-Meteo Historical Archive)
2024-12-16,22.4125,73.0944,20.6,43,0.0,1009.3,2.94,35,-1.689,-2.412,ERA5 Reanalysis (Open-Meteo Historical Archive)
2024-12-17,22.4125,73.0944,19.8,55,0.0,1008.0,2.44,358,0.085,-2.443,ERA5 Reanalysis (Open-Meteo Historical Archive)
2024-12-18,22.4125,73.0944,20.7,54,0.0,1006.9,2.11,18,-0.652,-2.008,ERA5 Reanalysis (Open-Meteo Historical Archive)
2024-12-19,22.4125,73.0944,21.2,59,0.0,1006.3,1.69,321,1.066,-1.317,ERA5 Reanalysis (Open-Meteo Historical Archive)
2024-12-20,22.4125,73.0944,20.7,58,0.0,1006.6,2.78,340,0.95,-2.61,ERA5 Reanalysis (Open-Meteo Historical Archive)
2024-12-21,22.4125,73.0944,22.0,50,0.0,1006.6,2.44,47,-1.788,-1.667,ERA5 Reanalysis (Open-Meteo Historical Archive)
2024-12-22,22.4125,73.0944,23.0,59,0.0,1006.9,3.56,172,-0.495,3.521,ERA5 Reanalysis (Open-Meteo Historical Archive)
2024-12-23,22.4125,73.0944,22.5,60,0.0,1007.6,3.61,288,3.434,-1.116,ERA5 Reanalysis (Open-Meteo Historical Archive)
2024-12-24,22.4125,73.0944,20.2,47,0.0,1008.9,2.64,326,1.476,-2.188,ERA5 Reanalysis (Open-Meteo Historical Archive)
2024-12-25,22.4125,73.0944,21.9,59,0.0,1009.4,3.31,21,-1.185,-3.086,ERA5 Reanalysis (Open-Meteo Historical Archive)
2024-12-26,22.4125,73.0944,24.4,67,0.3,1010.5,2.94,86,-2.937,-0.205,ERA5 Reanalysis (Open-Meteo Historical Archive)
2024-12-27,22.4125,73.0944,23.9,74,2.8,1010.3,2.83,339,1.015,-2.645,ERA5 Reanalysis (Open-Meteo Historical Archive)
2024-12-28,22.4125,73.0944,21.8,70,0.0,1011.2,2.64,336,1.073,-2.411,ERA5 Reanalysis (Open-Meteo Historical Archive)
2024-12-29,22.4125,73.0944,21.6,70,0.0,1012.0,3.83,24,-1.559,-3.502,ERA5 Reanalysis (Open-Meteo Historical Archive)
2024-12-30,22.4125,73.0944,21.3,69,0.0,1011.8,3.25,26,-1.425,-2.921,ERA5 Reanalysis (Open-Meteo Historical Archive)
2024-12-31,22.4125,73.0944,21.4,74,0.0,1011.7,2.44,9,-0.382,-2.414,ERA5 Reanalysis (Open-Meteo Historical Archive)
